GEOID,median_household_income,share_bach_plus,share_mgmt_prof,vot_personal
36005007300,31442.0,0.0566410537870472,0.17738748627881448,13.76494999851847
36005007400,52641.0,0.18012800975312404,0.17037488570557757,17.810725973399965
36005007500,35892.0,0.12517193947730398,0.1508482347546997,14.706806758560598
36005007600,53650.0,0.1453827346247884,0.25371450065826595,17.980609931313047
36005007700,44447.0,0.11773547094188377,0.1908817635270541,16.365933532061646
36005007800,58513.0,0.10652099692727894,0.2302833731649027,18.77784453278333
36005007900,36514.0,0.11736081293831402,0.17460998998139401,14.833692163961013
36005008300,53560.0,0.12128111718275653,0.19201578627808136,17.96552200833695
36005008400,57083.0,0.19329896907216496,0.23048600883652431,18.54696921771938
36005008500,43531.0,0.12003530450132392,0.15569285083848192,16.19641433957007
36005008600,24023.0,0.047364585863492834,0.11440369200874423,12.031871280833002
36005008700,40708.0,0.10588982378155262,0.19685664391173202,15.662440688375582
36005008900,36625.0,0.0701637153357835,0.2499164717674574,14.856221746959008
36005009000,33275.0,0.07598107431116059,0.11912051210687448,14.160500006494352
36005009200,56913.0,0.08370044052863436,0.23665198237885463,18.51933107886451
36005009301,54241.0,0.09955476402493321,0.23472840605520925,18.079374474475824
36005009600,53523.0,0.133078231292517,0.1836734693877551,17.95931551884665
36005009800,67500.0,0.22100279750376586,0.23821820529373788,20.168399849655117
36005011502,30172.0,0.08415584415584415,0.19532467532467532,13.484088864148047
36005011701,35298.0,0.10849772382397573,0.16995447647951442,14.58460279650024
